SKpersonId,personStrId
gap0702,Dalla Casa Lodovico^0^0^1679
gap0703,Dalmayr P. P.^0^0^1711
gap0704,Dal Monte Girolamo^0^0^1677
gap0705,Damaideno Teodoro^0^0^1682
gap0706,Damiani Giovanni Battista^0^0^1677
gap0707,Dandi Giovanni Pellegrino^0^0^1701
gap0708,Dandino Anselmo^0^0^1692
gap0709,Dandino Muzio^0^0^1684
gap0710,Daniele d'Aqui^0^0^1685
gap0711,Daniele di S. Daniele^0^0^1688
gap0714,Dati Francesco^0^0^1678
gap0716,Davanzelli Antonio^0^0^1692
gap0717,Davico Turrini Giuseppe Antonio^0^0^1680
gap0718,DAvico Torini Giovanni Francesco^0^0^1678
gap0720,David Domenico^0^0^1691
gap0721,Dazzi Giovanni Domenico^0^0^1696
gap0722,De Angelis Domenico^0^0^1702
gap0723,De Angelis Niccol•^0^0^1704
gap0724,Dearcavy (lettura incerta)^0^0^1669
gap0725,De Benedictis Giovanni Battista^0^0^1705
gap0726,De Castris Francesco^0^0^1705
gap0727,De Cristofaro Giacinto^0^0^1702
gap0728,De Felici Antonio^0^0^1707
gap0729,De Gasperis Paolo^0^0^1676
gap0730,Degni Giacinto^0^0^1699
gap0731,De Gubernatis^0^0^1698
gap0732,De Gubernatis Domenico^0^0^1689
gap0733,Delbecque Norbert^0^0^1700
gap0734,Del Borgo Jacopo^0^0^1668
gap0735,Del Buono Anton Maria^0^0^1671
gap0736,Del Buono Candido^0^0^1662
gap0737,Del Chiaro Giuseppe Alessandro^0^0^1684
gap0738,Delfini Boursaler Carlo^0^0^1711
gap0739,Dell'Ara Paolo^0^0^1665
gap0740,Dell'Otto (?) Fr[ancesco]^0^0^1701
gap0741,Della Chiesa Pietro^0^0^1697
gap0742,Della Nave Domenico^0^0^1671
gap0743,Del Lapo Jacopo^0^0^1657
gap0744,Della Rena Ferdinando^0^0^1667
gap0745,Della Rena Giacinto^0^0^1679
gap0746,Della Stufa Ugo^0^0^1679
gap0748,Del Monte Cerbone^0^0^1681
gap0749,Del Negro^0^0^1680
gap0750,Del Nero Carlo Ventura^0^0^1677
gap0751,Del Noia Domenico^0^0^1674
gap0752,Del Pozzo Francesco Bartolomeo^0^0^1688
gap0753,Del Teglia Francesco^0^0^1701
gap0754,Del Teglia Giuseppe Bonaventura^0^0^1703
gap0755,Del Teglia Matteo^0^0^1686
gap0756,Del Torre Filippo^0^0^1701
gap0757,De Milo Domenico Andrea^0^0^1697
gap0758,De Miro Giovanni Battista^0^0^1691
gap0759,De Oroco Francesco^0^0^1685
gap0760,De Petris Giacinto Maria^0^0^1705
gap0761,De Priencourt^0^0^1709
gap0763,Desbordes Henry^0^0^1689
gap0764,De Soto Juan^0^0^1689
gap0765,Deza Massimiliano^0^0^1691
gap0766,Di Agostini Lorenzo^0^0^1701
gap0767,Diana Francesco Maria^0^0^1687
gap0768,Diana Paleologo Giovanni Battista^0^0^1694
gap0769,Di Bartolomeo Lorenzo^0^0^1700
gap0771,Diego del SS. Sacramento^0^0^1684
gap0772,Diepenbrouck Giovanni van^0^0^1685
gap0773,Di Fosco Domenico^0^0^1689
gap0774,Dimpfel Johann Albert^0^0^1699
gap0775,Dinder Giovanni Guglielmo^0^0^1706
gap0777,Di Negri Giovanni Giacomo^0^0^1690
gap0778,Dini Agostino^0^0^1666
gap0779,Dini Francesco Antonio^0^0^1712
gap0781,Diomedi Domenico^0^0^1692
gap0782,Discalzi Albertino^0^0^1680
gap0784,Dol[fi] Costanzo^0^0^1674
gap0785,Dolci Biagio^0^0^1675
gap0786,Dollera Pantaleone^0^0^1695
gap0787,Domenico Andrea di Asola^0^0^1688
gap0788,Donati Donato^0^0^1700
gap0789,Donati Francesco Maria^0^0^1694
gap0790,Donati Giovanni^0^0^1666
gap0791,Donati Pier Martino^0^0^1679
gap0792,Donato^0^0^1686
gap0793,Donelli Giovanni Lodovico^0^0^1699
gap0794,Doni Angelo^0^0^1680
gap0795,Doni Francesco^0^0^1683
gap0796,Donnini Filippo^0^0^1681
gap0797,Donnoli Francesco Alfonso^0^0^1682
gap0798,Donnoli Lattanzio Antonio^0^0^1674
gap0799,Donzelli Tommaso^0^0^1699
gap0800,Dottori C[arlo] de'^0^0^1680
gap0804,Du Bue Alexius^0^0^1699
gap0805,Du Caila Jacques^0^0^1694
gap0806,Ducei Bernardino Maria^0^0^1709
gap0807,Ducei Francesco^0^0^1680
gap0808,Ducei Francesco Maria^0^0^1704
gap0809,Ducei Marco^0^0^1678
gap0810,Duffi Patrizio^0^0^1689
gap0811,Du Fresne Raphael^0^0^1656
gap0812,Du Menay Joseph^0^0^1679
gap0813,Du Ponceau Elia^0^0^1675
gap0814,Durand Jean^0^0^1686
gap0815,Du Vivi‚ Johannes^0^0^1696
gap0816,E. R. (?)^0^0^1700
gap0817,Ebner da Eschenbach Giovanni Carlo^0^0^1707
gap0818,Ecchellenze Dionisio^0^0^1687
gap0819,Edelius Giovanni^0^0^1687
gap0820,Eetering (?) F. F.^0^0^1690
gap0821,Elia di S. Giuseppe^0^0^1696
gap0822,Elmi Agostino Nicola^0^0^1682
gap0823,Eloy Augustin de Lyon^0^0^1702
gap0825,Emanuele di Ges— Maria^0^0^1690
gap0826,Endter Wolfgang Moritz^0^0^1675
gap0827,Enrico di S. Alessio^0^0^1701
gap0829,Eredi di Paolo Frambotti^0^0^1665
gap0830,Erico Giovanni Pietro^0^0^1701
gap0831,Ermini Michele^0^0^1665
gap0832,Eschenbach Andreas Christian^0^0^1692
gap0833,Esdra Ausiglio^0^0^1690
gap0834,Estiennot Claude^0^0^1689
gap0835,Ettoreo Giovanni Battista^0^0^1677
gap0836,Eustachio da S. Ubaldo^0^0^1694
gap0837,Every Francesco^0^0^1678
gap0838,F. A.^0^0^1704
gap0839,Fabbriche Giuseppe^0^0^1688
gap0840,Fabii Giuseppe Maria^0^0^1696
gap0842,Fabretti Urbano^0^0^1697
gap0845,Fabrini Anton Maria^0^0^1682
gap0846,Fabri Onorato^0^0^1676
gap0847,Faella Sigismondo^0^0^1677
gap0848,Fagiuoli Giovanni Battista^0^0^1695
gap0849,Falconieri Giacomo^0^0^1707
gap0851,Falleti Giacomo^0^0^1692
gap0852,Falugi Virgilio^0^0^1694
gap0853,Fantoni Domenico^0^0^1667
gap0854,Fardella Michelangelo^0^0^1698
gap0855,Farinola Valentino^0^0^1679
gap0856,Farulli Gregorio^0^0^1702
gap0857,Fatinelli Fatinello^0^0^1689
gap0858,Faure Ferries [Jacques de]^0^0^1675
gap0859,Faveri Ermenegildo^0^0^1692
gap0860,Febei Francesco Antonio^0^0^1685
gap0861,Febei Girolamo^0^0^1688
gap0862,Fedeli Carlo^0^0^1697
gap0863,Federici Domenico^0^0^1676
gap0864,Federigi T[...]^0^0^1685
gap0865,Fei Giovanni Domenico^0^0^1698
gap0867,Felici Clemente^0^0^1709
gap0868,Felici Giovanni Battista^0^0^1679
gap0870,Fenoglio Giovanni Paolo^0^0^1686
gap0871,Ferandini Girolamo^0^0^1699
gap0873,Ferrari Francesco Bernardino^0^0^1662
gap0875,Ferretti Giovanni^0^0^1677
gap0876,Ferretti Lauro Felice^0^0^1683
gap0877,Ferri Giacomo^0^0^1686
gap0878,Ferro Giovanni Maria^0^0^1711
gap0879,Ferroni Carlo^0^0^1693
gap0880,Ferroni Giovanni Francesco^0^0^1692
gap0881,Ferroni Giuseppe^0^0^1684
gap0882,Fesch Sebastian^0^0^1685
gap0885,Fieschi Giovanni Stefano^0^0^1699
gap0886,Fieschi Innocenzo^0^0^1712
gap0887,Filarete (= Ferrari Tommaso Maria?)^0^0^1709
gap0888,Filicaia Vincenzo di^0^0^1690
gap0889,Filippeschi Domenico^0^0^1699
gap0890,Filippini Agnolo^0^0^1685
gap0891,Filippini Alessandro^0^0^1677
gap0892,Filippini Pier Maria^0^0^1668
gap0893,Filippo Antonio della Concezione^0^0^1703
gap0894,Filippo Maria da Firenze^0^0^1676
gap0895,Filoni Giovanni Antonio^0^0^1713
gap0896,Finardi Angelo^0^0^1676
gap0897,Finardi Bartolomeo^0^0^1674
gap0898,Finardo di Calepio^0^0^1678
gap0899,Findechelles Christoph Daniel^0^0^1671
gap0900,Finn Giovanni Tobia^0^0^1675
gap0901,Fiorati Angelo^0^0^1676
gap0902,Fioravanti Aurelio^0^0^1688
gap0903,Fioravanti Enrico^0^0^1679
gap0904,Fioravanti Mario^0^0^1686
gap0905,Fiorelli Giacomo^0^0^1678
gap0906,Fiorentini Francesco Maria^0^0^1668
gap0907,Fiorentini Mario^0^0^1698
gap0908,Fiorini Donato^0^0^1667
gap0909,Fongarini Giacomo^0^0^1688
gap0911,Fonii Giovanni Battista^0^0^1674
gap0912,Fontaine Jacob de la^0^0^1698
gap0913,Fontana Fulvio^0^0^1688
gap0914,Fontana Gaetano^0^0^1697
gap0916,Forastieri Stefano^0^0^1706
gap0917,Forti Girolamo^0^0^1700
gap0918,Fortini Angiolo Luigi^0^0^1693
gap0919,Fortunati Francesco^0^0^1700
gap0920,Forzoni Accolti Francesco^0^0^1701
gap0921,Forzoni Accolti Pier Andrea^0^0^1689
gap0922,Foscarini Libero^0^0^1699
gap0923,Foscarini Sebastiano^0^0^1698
gap0924,Fountaine Andr‚^0^0^1702
gap0925,Fracassati Carlo^0^0^1663
gap0926,Frambotti Giuseppe^0^0^1684
gap0927,Frambotti Pietro Maria^0^0^1684
gap0928,Franceschi Anton Maria^0^0^1691
gap0929,Franceschi Girolamo^0^0^1678
gap0930,Franceschini Egidio^0^0^1708
gap0931,Franceschi Pasquino^0^0^1690
gap0932,Francesco^0^0^1673
gap0933,Francesco da Bergamo^0^0^1675
gap0934,Francesco di Dogliano^0^0^1709
gap0935,Francesco di Prato^0^0^1682
gap0938,Franchen Enrico Federico^0^0^1691
gap0939,Franchini Giovanni^0^0^1688
gap0940,Francini Giovanni Lorenzo^0^0^1671
gap0941,Francioni Alberto Maria^0^0^1693
gap0943,Franck Georg^0^0^1700
gap0944,Francolini Baldassarre^0^0^1706
gap0946,Fransoni Anton Francesco Mattia^0^0^1672
gap0948,Fransoni Jacopo^0^0^1664
gap0949,Frassen [Claude?]^0^0^1695
gap0950,Fraticelli Giovanni Battista^0^0^1695
gap0951,Frigimelica Girolamo^0^0^1712
gap0952,Frisio Andrea^0^0^1661
gap0954,Froduti Arcangelo^0^0^1698
gap0955,Frosini Francesco^0^0^1700
gap0956,Fursen Johannes Frederich^0^0^1676
gap0957,Furstenberg Anton Ferdinand^0^0^1706
gap0958,G. Girolamo de' Servi^0^0^1685
gap0959,Gabbrielli Piero Maria^0^0^1697
gap0960,Gaffarel Jacques de^0^0^1673
gap0961,Gaggini Giovanni Domenico^0^0^1708
gap0962,Gaggioli Giovanni Domenico^0^0^1683
gap0963,Gagnoni Marcantonio^0^0^1703
gap0964,Galantini Domenico^0^0^1663
gap0965,Galeffi Lorenzo^0^0^1674
gap0966,Galiani (?) Amerigo^0^0^1681
gap0967,Gallaccini Teofilo^0^0^1708
gap0969,Galletti Minozzi Francesca^0^0^1672
gap0970,Galliani Coccapani Giovanni^0^0^1687
gap0971,Galli Lorenzo^0^0^1677
gap0972,Galva Giacomo^0^0^1695
gap0973,Gamurrini Eugenio^0^0^1673
gap0974,Gandolfo Antonio^0^0^1690
gap0976,Gandollini Giovanni^0^0^1688
gap0977,Garbagli Agostino^0^0^1665
gap0980,Gozzi Tommaso^0^0^1703
gap0981,Garzoni Giovanni Paolo Andrea^0^0^1675
gap0982,Gastines Carlo de^0^0^1688
gap0984,Gastines Gilles de^0^0^1673
gap0985,Gatti Antonio^0^0^1707
gap0986,Gatti Carlo Maria^0^0^1696
gap0987,Gattinara Francesco^0^0^1698
gap0988,Gatti Stefano^0^0^1695
gap0989,Gaudioso Giuseppe^0^0^1708
gap0990,Gaurano Tommaso^0^0^1681
gap0991,Gavardi Federico Nicola^0^0^1682
gap0992,Gavardi Ferdinando^0^0^1712
gap0993,Gensini Jacopo Felice Maria^0^0^1691
gap0994,Gerini Pier Antonio^0^0^1680
gap0995,Germain Michel^0^0^1688
gap0996,Gherardi Bartolomeo^0^0^1678
gap0997,Gherardi Carlo^0^0^1674
gap0998,Gherardi Gherardo^0^0^1673
gap0999,Gherardi Neri^0^0^1688
gap1000,Ghezzi Gian Giacomo^0^0^1691
gap10000,Ignoto_10000^0^0^1682
gap10001,Ignoto_10001^0^0^1682
gap10002,Ignoto_10002^0^0^1682
gap10003,Ignoto_10003^0^0^1682
gap10004,Ignoto_10004^0^0^1682
gap10005,Ignoto_10005^0^0^1682
gap10006,Ignoto_10006^0^0^1682
gap10007,Ignoto_10007^0^0^1682
gap10008,Ignoto_10008^0^0^1682
gap10009,Ignoto_10009^0^0^1682
gap1001,Ghiretti Giacomo Filippo^0^0^1679
gap10010,Ignoto_10010^0^0^1682
gap10011,Ignoto_10011^0^0^1682
gap10012,Ignoto_10012^0^0^1682
gap10013,Ignoto_10013^0^0^1682
gap10014,Ignoto_10014^0^0^1682
gap10015,Ignoto_10015^0^0^1682
gap10016,Ignoto_10016^0^0^1682
gap10017,Ignoto_10017^0^0^1682
gap10018,Ignoto_10018^0^0^1682
gap10019,Ignoto_10019^0^0^1682
gap1002,Ghirlandi Francesco Maria^0^0^1705
gap10020,Ignoto_10020^0^0^1682
gap10021,Ignoto_10021^0^0^1682
gap10022,Ignoto_10022^0^0^1682
gap10023,Ignoto_10023^0^0^1682
gap10024,Ignoto_10024^0^0^1682
gap10025,Ignoto_10025^0^0^1682
gap10026,Ignoto_10026^0^0^1682
gap10027,Ignoto_10027^0^0^1682
gap10028,Ignoto_10028^0^0^1682
gap10029,Ignoto_10029^0^0^1682
gap1003,Giacobi Napoleone^0^0^1691
gap10030,Ignoto_10030^0^0^1682
gap10031,Ignoto_10031^0^0^1682
gap10032,Ignoto_10032^0^0^1682
gap10033,Ignoto_10033^0^0^1682
gap10034,Ignoto_10034^0^0^1682
gap10035,Ignoto_10035^0^0^1682
gap10036,Ignoto_10036^0^0^1682
gap10037,Ignoto_10037^0^0^1682
gap10038,Ignoto_10038^0^0^1682
gap10039,Ignoto_10039^0^0^1682
gap1004,Giacomo di Parma^0^0^1686
gap10040,Ignoto_10040^0^0^1682
gap10041,Ignoto_10041^0^0^1682
gap10042,Ignoto_10042^0^0^1682
gap10043,Ignoto_10043^0^0^1682
gap10044,Ignoto_10044^0^0^1682
gap10045,Ignoto_10045^0^0^1682
gap10046,Ignoto_10046^0^0^1682
gap10047,Ignoto_10047^0^0^1682
gap10048,Ignoto_10048^0^0^1682
gap10049,Ignoto_10049^0^0^1682
gap1005,Giacomo Filippo [...]^0^0^1681
gap10050,Ignoto_10050^0^0^1682
gap10051,Ignoto_10051^0^0^1682
gap10052,Ignoto_10052^0^0^1682
gap10053,Ignoto_10053^0^0^1682
gap10054,Ignoto_10054^0^0^1682
gap10055,Ignoto_10055^0^0^1682
gap10056,Ignoto_10056^0^0^1682
gap10057,Ignoto_10057^0^0^1682
gap10058,Ignoto_10058^0^0^1682
gap10059,Ignoto_10059^0^0^1682
gap1006,Giacomo Maria di S. Paolo^0^0^1664
gap10060,Ignoto_10060^0^0^1682
gap10061,Ignoto_10061^0^0^1682
gap10062,Ignoto_10062^0^0^1682
gap10063,Ignoto_10063^0^0^1682
gap10064,Ignoto_10064^0^0^1682
gap10065,Ignoto_10065^0^0^1682
gap10066,Ignoto_10066^0^0^1682
gap10067,Ignoto_10067^0^0^1682
gap10068,Ignoto_10068^0^0^1682
gap10069,Ignoto_10069^0^0^1682
gap1007,Giamberti Luca^0^0^1694
gap1008,Giampiero da Guastalla^0^0^1705
gap1009,Giandemaria Giacomo^0^0^1689
gap1010,Gianelli Andrea^0^0^1710
gap1011,Giannelli Basilio^0^0^1692
gap1012,Giannelli Giovanni^0^0^1706
gap1014,Giannelli Giuseppe^0^0^1690
gap1015,Giannettasio Niccol•^0^0^1696
gap1017,Gianninelli Giovanni Maria^0^0^1690
gap1018,Giannoni Giovanni Francesco^0^0^1684
gap1019,Gigli Girolamo^0^0^1698
gap1020,Gigli Vincenzo Maria^0^0^1701
gap1021,Gimma Giacinto^0^0^1704
gap1022,Gioia Agata Margherita^0^0^1701
gap1023,Gioia Alfonso^0^0^1679
gap1024,Giordani Vitale^0^0^1691
gap1025,Giorlati (?) Vincenzo^0^0^1694
gap1026,Giovannelli Andrea^0^0^1707
gap1027,Giovannelli Giovanni Paolo^0^0^1691
gap1028,Giovanni [...]^0^0^1684
gap1029,Giovanni Battista^0^0^1664
gap1030,Giovanni Battista di Fugnano^0^0^1674
gap1031,Giovanni Battista di S. Agata^0^0^1700
gap1033,Giovanni Carlo di S. Anastasia^0^0^1698
gap1034,Giovanni Crisostomo di S. Paolo^0^0^1706
gap1035,Giovanni d'Albola^0^0^1674
gap1036,Giovanni da Monte^0^0^1681
gap1037,Giovanni di S. Maria^0^0^1677
gap1039,Giovanni di Viglialva^0^0^1684
gap1040,Giovanni Domenico di Cutigliano^0^0^1700
gap1041,Giovanni Domenico di S. Vincenzo^0^0^1694
gap1042,Giovanni Francesco di S. Pietro^0^0^1675
gap1043,Giovanni Giuseppe delle Scuole Pie^0^0^1706
gap1044,Giovanni Ignazio di Parigi^0^0^1677
gap1045,Giovanni Maria della Pace^0^0^1699
gap1046,Giovanni Paolo;vice inquisitore di Firenze^0^0^1672
gap1047,Giovanni Paolo^0^0^1677
gap1048,Giovanni Paolo di Calepio^0^0^1675
gap1049,Giovanni Stefano di S. Niccol•^0^0^1687
gap1050,Giraldi Giovanni^0^0^1662
gap1051,Giraldi Giovanni Pietro^0^0^1708
gap1052,Giraldi Leonardo^0^0^1672
gap1053,Giraldi Vincenzo^0^0^1664
gap1054,Girolamo di San Niccol•^0^0^1686
gap1055,Girolamo Maria di S. Anna^0^0^1695
gap1057,Gittio Andrea Giuseppe^0^0^1692
gap1059,Giulianetti Giovan Paolo^0^0^1683
gap1060,Giunta Francesco Maria^0^0^1692
gap1061,Giunti Pasquale Antonio^0^0^1698
gap1062,Giuseppe^0^0^1681
gap1063,Giuseppe da Firenze^0^0^1678
gap1064,Giuseppe della Visitazione^0^0^1675
gap1066,Giuseppe di Ges— Maria^0^0^1687
gap1067,Giuseppe Vicario dei Cappuccini^0^0^1693
gap1068,Giusti Giacomo^0^0^1685
gap1069,Giustiniano^0^0^1674
gap1070,Giustiniano da Novi^0^0^1679
gap1071,Glaria Vincenzo^0^0^1683
gap1072,Gleich Johann Andreas^0^0^1699
gap1073,Godemini Cesare^0^0^1713
gap1074,Goedaert Franz^0^0^1711
gap1076,Goetze Goffredo Cristiano^0^0^1698
gap1077,Golchitto Sabato (?)^0^0^1698
gap1078,Gonzaga Alfonso^0^0^1676
gap1080,Gordon Jacob^0^0^1703
gap1081,Gori Pier Filippo^0^0^1710
gap1082,Gottifredi Francesco^0^0^1662
gap1083,Goutier Francois de^0^0^1706
gap1084,Gozzadoro Girolamo^0^0^1685
gap1086,Gradi Francesca^0^0^1698
gap1087,Gradi Lorenzo^0^0^1675
gap1091,Grammatica Carlo Antonio^0^0^1686
gap1092,Grandi Francesco^0^0^1694
gap1093,Grandi Giuseppe^0^0^1706
gap1094,Grandi Guido^0^0^1707
gap1095,Grandi Silvio^0^0^1704
gap1096,Grassi Bartolomeo^0^0^1686
gap1097,Grassi Niccol•^0^0^1688
gap1098,Grassi Pietro Maria^0^0^1707
gap1099,Grassi Simone^0^0^1684
gap1100,Grati (?) Niccol• Angelo^0^0^1685
gap1102,Grazia Giovanni Jacopo^0^0^1673
gap1103,Grazzini Filippo^0^0^1677
gap1104,Gregorio di Firenze^0^0^1676
gap1106,Grimani Pietro^0^0^1701
gap1107,Grimstiz Georg Adam di^0^0^1701
gap1108,Groenendyck [Rippertus von?]^0^0^1690
gap1109,Groenix Adam^0^0^1677
gap1112,Grui Lodovico^0^0^1698
gap1113,Guadagni Donato Maria^0^0^1705
gap1114,Guadagni Pier Antonio^0^0^1661
gap1116,Gualdo Gabriele^0^0^1711
gap1117,Gualdo Priorato Galeazzo^0^0^1666
gap1118,Gualdo Priorato Niccol•^0^0^1666
gap1120,Gualterotti Vincenzo^0^0^1693
gap1121,Guccianti Domenico^0^0^1665
gap1122,Gucci Carlo^0^0^1684
gap1123,Guesin Antonio^0^0^1685
gap1124,Guglielmini Domenico^0^0^1692
gap1125,Guglielmini Giuseppe Antonio^0^0^1684
gap1127,Guibordenche Onorato^0^0^1688
gap1128,Guicciardini Celestino^0^0^1687
gap1129,Guidarelli Giovanni Angiolo^0^0^1702
gap1130,Guidetti Guidetto^0^0^1697
gap1131,Guidi Domenico^0^0^1678
gap1132,Guidi Filippo^0^0^1695
gap1133,Guidi Giuseppe^0^0^1698
gap1134,Guidoni Francesco^0^0^1683
gap1135,Guinigi Carlo Girolamo^0^0^1687
gap1136,Guinigi Francesco^0^0^1678
gap1137,Guler Giovanni Andrea^0^0^1665
gap1138,H. A.^0^0^1686
gap1139,Haelwegh Adrian (pseud.: Pavone)^0^0^1681
gap1140,Hainzel Marco^0^0^1679
gap1141,Haltzschur Veit Georg di Neuburg^0^0^1693
gap1142,Hambloch Christian^0^0^1694
gap1143,Brassart^0^0^1687
gap1145,Haroldus Franciscus^0^0^1679
gap1146,Heckel Johann Friedrich^0^0^1691
gap1148,Hellemans Peter^0^0^1713
gap1149,Henkel Leo Ferdinand^0^0^1661
gap1151,Hermann G. di Deutz^0^0^1695
gap1152,Hermann Jacob^0^0^1707
gap1153,Hertz Giovanni Giacomo^0^0^1686
gap1154,Hertz Michele^0^0^1691
gap1155,Heusch Johan Christian^0^0^1678
gap1157,Hildebrand Andreas^0^0^1689
gap1162,Hopfer Antonio Uldarico^0^0^1685
gap1164,Hopfer Benedict^0^0^1681
gap1165,Hopfer Erasmo^0^0^1685
gap1168,Huguetan fratelli^1683^0^0
gap1172,Barbier Giullaume^0^0^1667
gap1173,Jean-Antoine Huguetan e Compagnia^0^0^0
gap1175,Ravaud Antoine^0^0^1662
gap1177,Huguetan Jean Henry^1664^1749^0
gap1179,Marc Huguetan^1655^1702^0
gap1181,Hunefeld Carlo di^0^0^1695
gap1182,Huntington Robert^0^0^1682
gap1183,Huyssen H[endrik van]^0^0^1690
gap1187,Iguario Sabastiano (gi… Gregorio^0^0^1690
gap1188,Ilario Serafino di Lodi;S. Francesco^0^0^1703
gap1189,Il Guardiano del Sacro Palazzo^0^0^1665
gap1190,Il Priore della Costa^0^0^1692
gap1191,Imbonati Carlo Giuseppe^0^0^1691
gap1192,Imhof Friedrich Wilhelm^0^0^1694
gap1193,Imhof Jacob Wilhelm^0^0^1696
gap1195,Inglis Giovanni^0^0^1706
gap1196,Intieri Bartolomeo^0^0^1704
gap1197,I Promotori del Processo di Canonizzazione della Beata Giuliana Falconieri^0^0^1700
gap1198,Ivani Silvestro^0^0^1678
gap1199,Ivanovich Cristoforo^0^0^1682
gap1201,Jacovacci Niccol•^0^0^1701
gap1202,Jacques de S. Joseph^0^0^1694
gap1203,Jameson John Paul^0^0^1685
gap1205,Janson Gilles^0^0^1688
gap1206,Job Christian^0^0^1684
gap1207,Jounellus P[etrus?] R.^0^0^1709
gap1208,Karlstrom Swen^0^0^1676
gap1212,Kolb Johann Daniel^0^0^1698
gap1213,Konig Emanuel^0^0^1688
gap1215,Korber Jo[achim] Lodovicus^0^0^1686
gap1216,Kreaytter Lorenzo^0^0^1692
gap1217,Kress Christoph Michael^0^0^1694
gap1221,Kunter Michael^0^0^1694
gap1223,K•nig Georg Matthias^0^0^1695
gap1224,L[...]^0^0^1686
gap1225,La Costa Giulio^0^0^1677
gap1226,Laderchi Fabrizio^0^0^1670
gap1227,Laderchi Giacomo^0^0^1704
gap1228,Ladislao;lettore^0^0^1687
gap1229,La Fontaine Abraham de^0^0^1676
gap1231,Lamberti Alessio^0^0^1675
gap1232,Lamberti G.^0^0^1678
gap1233,Lanci Antonio^0^0^1664
gap1234,Lancisi Giovanni Maria^0^0^1710
gap1235,Landi Angelo Maria^0^0^1693
gap1236,Landi Camillo^0^0^1703
gap1237,Landi Giovanni Maria^0^0^1676
gap1238,Lanfranchi Guglielmo^0^0^1705
gap1240,Langenmantel Hieronymus Ambrosius^0^0^1687
gap1241,Lankisch Giovanni Giorgio^0^0^1705
gap1243,Lanzani Nicola^0^0^1703
gap1244,Lanzoni Giuseppe^0^0^1692
gap1245,Lapi Carlo^0^0^1671
gap1246,Lapi Jacopo^0^0^1680
gap1247,Laporte Francois^0^0^1702
gap1249,La Salle Ferdinand de^0^0^1693
gap1250,Lascaris G.^0^0^1706
gap1251,Lastesi Bernardo^0^0^1708
gap1252,Latini Cosimo^0^0^1698
gap1253,Laurenti Lodovico^0^0^1685
gap1254,Laurini Girolamo de'^0^0^1698
gap1255,Lavagna Giovanni Giacomo^0^0^1673
gap1257,Ledgerd John^0^0^1679
gap1259,Legati Lorenzo^0^0^1673
gap1260,Lehmann Peter Ambrosius^0^0^1708
gap1262,Lemene Francesco^0^0^1695
gap1265,Lena Francesco^0^0^1692
gap1266,Leneo Pietro^0^0^1662
gap1267,Lenorkie^0^0^1692
gap1268,Lenz Christoph Albert de^0^0^1689
gap1269,Leonardi Donato Antonio^0^0^1693
gap1270,Leonardo di Capua^0^0^1684
gap1271,Leoncini Giovanni Battista^0^0^1663
gap1272,Leoni (?) [...] C.^0^0^1704
gap1273,Leoni Giuseppe^0^0^1693
gap1275,Leslie William^0^0^1687
gap1277,Leyser [Johannes?]^0^0^1691
gap1278,Libanori Antonio^0^0^1676
gap1280,Lioni Giovanni Domenico^0^0^1666
gap1281,Lioni Michele^0^0^1671
gap1282,Lippi Jacopo^0^0^1668
gap1283,Lipst•rp Gustav Daniel^0^0^1688
gap1284,Lisi Anna Maria^0^0^1696
gap1285,Livi Francesco^0^0^1686
gap1286,Lizzoli Antonio^0^0^1695
gap1287,Lodovici (?) Girolamo^0^0^1684
gap1288,Lodovico di Napoli^0^0^1680
gap1289,Loelius Johann Laurent^0^0^1696
gap1290,Lolli Giovan Francesco^0^0^1688
gap1291,Lombardotti Gaetano^0^0^1703
gap1292,Londogno Nicola Garzia de^0^0^1696
gap1293,Longhi Giuseppe^0^0^1693
gap1294,Lorenzini Giulio Benedetto^0^0^1699
gap1295,Lorenzini Stefano^0^0^1679
gap1296,Lorenzo da S. Francesca^0^0^1692
gap1297,Lorenzo di S. Giovanni^0^0^1697
gap1298,Lorenzo di S. Michele^0^0^1674
gap1300,Lorini Tommaso Maria^0^0^1695
gap1301,Lotti Francesco^0^0^1676
gap1302,Lubin Augustin^0^0^1688
gap1303,Luca di S. Diego^0^0^1682
gap1304,Luca da Firenze^0^0^1692
gap1306,Lucchesini Cesare^0^0^1699
gap1307,Lucchesini Gian Lorenzo^0^0^1696
gap1308,Lucchesini Giovanni Vincenzo^0^0^1697
gap1309,Lucchesini Giulio^0^0^1700
gap1310,Lucchesini Niccol•^0^0^1697
gap1311,Lucchini Giovanni Maria^0^0^1711
gap1312,Lucenti Giulio^0^0^1701
gap1313,Lucio Espinosa Felix de^0^0^1689
gap1314,Luder Justus^0^0^1687
gap1316,Lugadoro Alberto^0^0^1686
gap1317,Luganini Paolo Antonio^0^0^1688
gap1318,Lumi Antonio^0^0^1663
gap1319,Lunago Giovanni Domenico^0^0^1697
gap1320,Lupi Giovanni^0^0^1681
gap1322,Lusignani Maria Elena^0^0^1698
gap1323,L•ffelholz Hans Jacob^0^0^1683
gap1324,M.G.B.C.^0^0^1695
gap1325,M[...] Giuseppe^0^0^1711
gap1328,Macchetti Teofilo^0^0^1692
gap1329,Macchioni Bartolomeo^0^0^1689
gap1333,Macedo Francesco^1596^1681^0
gap1334,Macedo de Carvalho Francesco^0^0^1691
gap1335,Madii Pier Francesco^0^0^1671
gap1336,Madino Francesco^0^0^1695
